SH-P0103,Shungit pyramid 3cm,シュンガイト・ピラミッド 3cm,,2500,1,5,2,0
SH-P0104,shungit pyramide 4x4cm,シュンガイト・ピラミッド 4cm,,3000,1,5,2,0
SH-P0107,shungit pyramide 7x7cm,シュンガイト・ピラミッド　7cm,,8500,1,5,2,0
SH-P0110,shungit pyramide 10x10cm,シュンガイト・ピラミッド 10cm,,18500,1,5,2,0
SH-P0115,shungit pyramide 15x15cm,シュンガイト・ピラミッド15cm x15cm,,55900,1,5,2,0
SH-P0115a,shungit pyramide 15x15cm,15cm x 15cm!シュンガイト・ピラミッド,,44700,1,5,2,0
SH-P0201,Yin-Yang; shungite pyramide 5cm,「陰陽」、シュンガイト・ピラミッド 5cm,,4750,1,5,2,0
SH-P0202,Health; shungite pyramide 5cm,「健康」、シュンガイト・ピラミッド 5cm,,4750,1,5,2,0
SH-P0203,Longevity; shungite pyramide 5cm,「寿」、シュンガイト・ピラミッド 5cm,,4750,1,5,2,0
SH-P0204,Eye of Horus; shungite pyramide 5cm,「ホルスの目」、シュンガイト・ピラミッド 5cm,,4750,1,5,2,0
SH-P0303,Polished high pyramid 3cm,シュンガイト・ピラミッド（高） 3cm,,6800,1,5,2,0
SH-P0305,Polished high pyramid 5cm,シュンガイト・ピラミッド（高） 5cm,,12300,1,5,2,0
SH-P0307,Polished high pyramid 7cm,シュンガイト・ピラミッド（高） 7cm,,23000,1,5,2,0
SH-P0310,Polished high pyramid 10cm,シュンガイト・ピラミッド（高） 10cm,,57000,1,5,2,0
SH-B0103,shungit ball 3cm,シュンガイト・ボール　3cm,,4200,1,5,2,0
SH-B0105,shungit ball 5cm,シュンガイト・ボール　5cm,,9200,1,5,2,0
SH-B0107,shungit ball 7cm,シュンガイト・ボール　7cm,,16100,1,5,2,0
SH-B0113,shungit ball 13cm,シュンガイト・ボール　13cm,,65000,1,5,2,0
SH-B0115,shungit ball 15cm,15cmシュンガイト・ボール,,98400,1,5,2,0
SH-B0120,shungit ball 20cm,20cmシュンガイト・ボール,,237000,1,5,2,0
SH-B0206,Shungite egg 6cm,シュンガイトの卵 6cm,,15700,1,5,2,0
SH-B0304,shungite cube 4cm,シュンガイト・キューブ 4x4cm,,4300,1,5,2,0
SH-A0101,Pendant "Circle",シュンガイトのペンダント：円型,,1375,1,5,2,0
SH-A0102,Shungite pendant "Crescent Moon",シュンガイトのペンダント：三日月,,1250,1,5,2,0
SH-A0103,Shungite pendant "Circles",シュンガイトのペンダント：輪っか,,1490,1,5,2,0
SH-A0104,Shungite pendant "Greta",シュンガイトのペンダント：グレタ,,2750,1,5,2,0
SH-A0105,Shungite pendant "Cone",シュンガイトのペンダント：円錐,,2750,1,5,2,0
SH-A0106,Shungite pendant "Balance",シュンガイトのペンダント：バランス,,3800,1,5,2,0
SH-A0107,Shungite pendant "Abundance",シュンガイトのペンダント：豊富,,3710,1,5,2,0
SH-A0108,Shungite pendant "Wheel of luck",シュンガイトのペンダント：幸運の輪,,2720,1,5,2,0
SH-A0109,Shungite pendant "Bean",シュンガイトのペンダント：豆,,1650,1,5,2,0
SH-A0110,Shungite pendant "Drop",シュンガイトのペンダント：露,,1650,1,5,2,0
SH-A0111,Shungite pendant "Female power",シュンガイトのペンダント：女性力,,1650,1,5,2,0
SH-A0112,Shungite pendant "Defense shield",シュンガイトのペンダント：保護シールド,,3800,1,5,2,0
SH-A0113,Shungite pendant "Oval",シュンガイトのペンダント：楕円形,,1950,1,5,2,0
SH-A0114,Shungite pendant "Fantasy",シュンガイトのペンダント：ファンタジー,,1750,1,5,2,0
SH-A0115,Shungite pendant "Berta",シュンガイトのペンダント：ベルタ,,1650,1,5,2,0
SH-A0116,Shungite pendant "Pellet",シュンガイトのペンダント：粒,,,1,5,2,0
SH-A0201,Angel pendant: Shungit + ulexite,天使ペンダント：シュンガイト+ウレキサイト,,4650,1,5,2,0
SH-A0301,Elite shungite pendant 5.35g,原石シュンガイトのペンダント5.35ｇ,,4700,1,5,2,0
SH-A0302,Elite shungite pendant 6g,原石シュンガイトのペンダント6ｇ,,5350,1,5,2,0
SH-A0303,Elite shungite pendant 7.05g,原石シュンガイトのペンダント7.05ｇ,,6400,1,5,2,0
SH-A0304,Elite shungite pendant 7.15g,原石シュンガイトのペンダント7.15ｇ,,6300,1,5,2,0
SH-A0305,Elite shungite pendant 7.1g,原石シュンガイトのペンダント7.1ｇ,,4900,1,5,2,0
SH-A0306,Elite shungite pendant 7.7g,原石シュンガイトのペンダント7.7ｇ,,6800,1,5,2,0
SH-A0307,Elite shungite pendant 7.8g,原石シュンガイトのペンダント7.8ｇ,,6800,1,5,2,0
SH-A0308,Elite shungite pendant 8.6g,原石シュンガイトのペンダント8.6ｇ,,7600,1,5,2,0
SH-A0309,Elite shungite pendant 9.1g,原石シュンガイトのペンダント9.1ｇ,,7900,1,5,2,0
SH-A0310,Elite shungite pendant 9.6g,原石シュンガイトのペンダント9.6ｇ,,8500,1,5,2,0
SH-A0401,Shungite necklace '''Aster'',シュンガイトネックレス"アステル",,16500,1,5,2,0
SH-A0402,Necklace from beans,シュンガイトのネックレス 「種」,,14800,1,5,2,0
SH-A0403,Necklace from barrelled cubes,シュンガイトのネックレス 「キューブ」,,14800,1,5,2,0
SH-A0404,Necklace from barrelled cubes 2,シュンガイトのネックレス 「キューブ」2,,14800,1,5,2,0
SH-A0405,Necklace "60",シュンガイトのネックレス 「玉」,,16800,1,5,2,0
SH-A0501,Shungite rosary,シュンガイトのロザリオ,,7800,1,5,2,0
SH-R0295,Elite shungite 2.95g,原石シュンガイト2.95ｇ,,1470,1,5,2,0
SH-R0415,Elite shungite 4.15g,原石シュンガイト4.15ｇ,,1970,1,5,2,0
SH-R0435,Elite shungite 4.35g,原石シュンガイト4.35ｇ,,2100,1,5,2,0
SH-R0625,Elite shungite 6.25g,原石シュンガイト6.25ｇ,,3100,1,5,2,0
SH-R0865,Elite shungite 8.65g,原石シュンガイト8.65ｇ,,4300,1,5,2,0
SH-R0880,Elite shungite 8.8g,原石シュンガイト8.8ｇ,,4400,1,5,2,0
SH-RW015,Shungite for filtering water 150g,浄水用シュンガイト原石：150g,,1600,1,5,2,0
SH-RW030,Shungite for filtering water 300g,浄水用シュンガイト原石：300g,,3000,1,5,2,0
SH-RP100,Shungite Powder,シュンガイトパウダー、1 kg,,11150,1,5,2,0
SH-M0101,Shungite harmonizer (unpolished),シュンガイトハーモナイザー,,8500,1,5,2,0
SH-M0102,Shungite harmonizer (polished),シュンガイト磨きハーモナイザー,,9700,1,5,2,0
SH-M0103,Pocket harmonizers ("tablet"),シュンガイトのハーモナイザー（レンズ）,,3400,1,5,2,0
SH-M0104,Pocket harmonizers ("ball"),シュンガイトのハーモナイザー（ボール）,,7700,1,5,2,0
SH-M0201,Massage pencil (one side),シュンガイトのマッサージスティック,,3800,1,5,2,0
SH-M0202,Massage pencil 2 (both sides),シュンガイトのマッサージスティック（両面）,,3900,1,5,2,0
SH-C0101,Protective plate for cell phone (round),シュンガイト携帯シール：電磁波防止,,880,1,5,2,0
SH-C0102,Plate for cell phone (rectangular),シュンガイト携帯シール：電磁波防止（長方形）2.5x1.5cm,,1500,1,5,2,0
SH-C0103,Plate for cell phone (rectangular),シュンガイト携帯シール：電磁波防止（長方形）4x3cm,,2450,1,5,2,0
SH-C0201,Shungite round plaque with magnet,磁石付きシュンガイトの丸い板,,1800,1,5,2,0
SH-O0101,Shungite prop - small,シュンガイトのスタンド（小）,,1500,1,5,2,0
SH-O0102,Shungite prop - medium,シュンガイトのスタンド（中）,,2200,1,5,2,0
SH-O0103,Shungite prop - big,シュンガイトのスタンド（大）,,4400,1,5,2,0
SH-O0201,Shungite beads,シュンガイトのビーズ、10個,,130,1,5,2,0
SH-O0301,Shungit charge mat,シュンガイトのチャージマット,,7100,1,5,2,0
SH-O0302,Shungit "power belt",シュンガイトの「パワーアップベルト」,,5600,1,5,2,0
SH-O0401,Bag for shungit,シュンガイト原石用編み袋,,500,1,5,2,0
